Nr;Event;Purity;Inverse Purity;CMM;SSQ;BSS;SilhCoeff;Rand statistic;
0;;1.0;0.4740030843798193;0.9796759675220867;0.9343198844366237;14.558832961443041;0.6260034544206949;0.6498043492206043;
