Nr;Event;Purity;Inverse Purity;CMM;SSQ;BSS;SilhCoeff;Rand statistic;
0;;1.0;1.0;0.8675982372446107;1.5706072875107537;13.933354032690072;0.9822427029956866;0.7807147147147148;
