Nr;Event;Purity;CMM;SSQ;BSS;SilhCoeff;Rand statistic;
37;;0.8259530994998492;0.8841107525215933;1.360124616610598E8;5.722998475155304E9;0.9206404178374707;0.43695495495495495;
38;;0.8061955586559701;0.8965209775382886;1.477320448261149E8;7.403931392551515E9;0.9082422541661324;0.4395315315315315;
39;;0.790421836148076;0.8862607879442448;1.645764929961971E8;6.044778620568219E9;0.9152482349789313;0.4679139139139139;
40;;0.7038089443469263;0.8829874094541464;1.5923094840095466E8;5.689104344271517E9;0.9197750223181065;0.4798218218218218;
41;;0.7144114479228613;0.8783714327774576;1.603352331569738E8;7.321976610968812E9;0.9192947858389804;0.47858058058058056;
42;;0.6721569976800569;0.8702626960514726;1.5668655708773106E8;5.828602206076934E9;0.9274529079239877;0.4892232232232232;
43;;0.6770324460643218;0.8906996760358602;1.6337907822350597E8;6.475685127512697E9;0.9153864753180202;0.48885685685685687;
44;;0.7226993839493839;0.8881151765997573;1.4124983350722516E8;7.017877588602683E9;0.9262555815809053;0.47276076076076073;
45;;0.658779232811698;0.8856941556977992;1.6339297047594455E8;6.3472810602482395E9;0.91532417349611;0.4899139139139139;
46;;0.6437552893041932;0.8839819950179595;1.5943469276632378E8;6.529447301388938E9;0.9227407728724137;0.48798398398398396;
47;;0.648021187484602;0.8934235405132441;1.4515204340410134E8;5.4490325212174835E9;0.9219924778973146;0.4897737737737738;
48;;0.6213813046468558;0.8695304596820459;1.5712501903909296E8;5.933649095093565E9;0.9277233350478811;0.49312712712712714;
49;;0.6644247578319331;0.8854653202355278;1.5916689586798298E8;6.477832139098509E9;0.9267188316483568;0.48593793793793794;
50;;0.6438966397679989;0.8901482882614771;1.435741809623584E8;7.692965086858852E9;0.9176323511210286;0.487991991991992;
51;;0.6393995443614697;0.8774963531111057;1.7173115502129948E8;5.4126185162795315E9;0.9250892604961614;0.48915915915915914;
52;;0.6644434330287035;0.8902495305928017;1.4106413265704986E8;7.463880935737071E9;0.9206938144258301;0.4867087087087087;
53;;0.7297215467677614;0.8960750156279463;3.319342369596049E8;6.769416080286106E9;0.8844139779584925;0.45581981981981984;
54;;0.8058046353742225;0.8965712534625055;1.5363949855037564E8;6.960010929201002E9;0.9283807821364662;0.4388988988988989;
55;;0.7720458568786835;0.8903338091276197;1.3358684694387718E8;5.92814570210521E9;0.9200968576997536;0.4461021021021021;
56;;0.7430026230166059;0.8916682555739187;1.4496008173088077E8;7.23694259393063E9;0.9211584374604539;0.45873273273273274;
57;;0.6886518306833268;0.8965403575867659;1.3316785326461917E8;4.731212249209662E9;0.9233926341110199;0.4731711711711712;
58;;0.6825525753706518;0.8914425829556031;1.5040942575486854E8;6.894426745758602E9;0.9202432561429885;0.4808268268268268;
59;;0.6521292907860441;0.8865220063512718;1.4805711423039797E8;5.932321613685805E9;0.9275034470143599;0.4857997997997998;
60;;0.6273533705138237;0.8862868868378817;1.6150722186421245E8;6.243516331868141E9;0.920361729988713;0.49243843843843843;
61;;0.6205321197215028;0.88499480947028;1.527297728973824E8;6.326981581976681E9;0.9204982913556203;0.4925125125125125;
62;;0.6032872695653855;0.9002079490911973;1.5630014057420236E8;5.490251176174986E9;0.918258629876737;0.49417817817817816;
63;;0.6570527178640574;0.8833141584289745;1.5049329323242262E8;6.618358461148217E9;0.9192613137703183;0.48656656656656655;
64;;0.649616490748895;0.8950757922905269;1.335751098258313E8;5.823174334222738E9;0.9237932333926235;0.4840480480480481;
65;;0.6191185416185416;0.8923465833009575;1.3665152373440278E8;6.244825532430223E9;0.9176126076487833;0.49315315315315317;
66;;0.6388864326435406;0.8861144322805781;1.398670463353314E8;6.910189145440715E9;0.9217338147688248;0.4935035035035035;
67;;0.6398301802138808;0.907408586561575;1.660828680524653E8;4.613226523626876E9;0.8959135499563655;0.48434834834834833;
68;;0.858757569562085;0.9270402565259768;2.4759351575279093E8;6.01398688330558E9;0.8980156887947315;0.4107687687687688;
69;;0.8329529468619683;0.8946181385654933;1.48834282479774E8;5.7954450549766655E9;0.9109126086365358;0.43555555555555553;
70;;0.7852101949107592;0.894061130944157;1.5570895769284764E8;6.149513437549723E9;0.9175058074125952;0.44544544544544545;
71;;0.7464104851407474;0.8863730870205154;1.6695057803484422E8;6.229557223471668E9;0.9181916989285313;0.47282082082082083;
72;;0.7105910755910756;0.8903958169525785;1.4532940010847956E8;5.726125823995989E9;0.9295844243551545;0.471991991991992;
73;;0.6582540493905471;0.885320221108119;1.5639018098861483E8;6.64546900075992E9;0.9214499801872624;0.4853893893893894;
74;;0.6306162391068051;0.8790144480437843;1.6247552605799595E8;4.913483563243912E9;0.9172649270778017;0.4911651651651652;
75;;0.6467308854511902;0.8758089248004676;1.645131720393077E8;6.373836692321385E9;0.9225281910172749;0.492048048048048;
76;;0.5759885224765653;0.8843495937166959;1.525481207868669E8;5.818810828142342E9;0.9158023246767961;0.4962142142142142;
77;;0.5492365424364625;0.8854455906378506;1.624576991569986E8;5.914103604797509E9;0.9171008782111418;0.5016576576576577;
78;;0.5787882494837382;0.882526866465069;1.544449403125997E8;6.72910183474465E9;0.9184405100761235;0.49730930930930933;
79;;0.5615202138958566;0.8759070085558736;1.4917629776223388E8;6.024393212255874E9;0.9219458349165263;0.49925325325325326;
80;;0.5494543946932007;0.9034073417568519;1.5195996190768477E8;6.256931742180128E9;0.9153085374890313;0.50002002002002;
81;;0.5916640340829163;0.8868341734885021;1.4941682976835516E8;6.571799620439301E9;0.9144351627459504;0.4995795795795796;
82;;0.5710533594991123;0.8859505108285274;1.3719675811939567E8;5.4992617838126955E9;0.9201319547098178;0.4993953953953954;
83;;0.564882234016552;0.881299025329847;1.4755632928331783E8;6.016685520949487E9;0.9285551278222004;0.5005985985985986;
84;;0.5644351650390517;0.8978654939461099;1.511330346960994E8;6.07401911589435E9;0.9152170432672706;0.4998418418418418;
85;;0.8279542645872272;0.9401262012176947;3.364391766789325E8;5.329306520976749E9;0.8857985086488647;0.42336736736736735;
86;;0.7417622109871347;0.8904334361532945;1.324394655109963E8;7.368611595213879E9;0.9148257642996944;0.4644824824824825;
87;;0.6388521688742765;0.87679678579169;1.612087678093424E8;5.841522908970963E9;0.9166463344550801;0.4912572572572573;
88;;0.6636118065468009;0.8946198898165483;1.5992577365242243E8;6.264939411676569E9;0.9088824021477377;0.480990990990991;
89;;0.636933314004832;0.8723582737974311;1.7396825322388968E8;5.627784313567131E9;0.9206419496361382;0.4932092092092092;
90;;0.5917004453649481;0.8815275720104587;1.451298549164497E8;6.157202375374983E9;0.9265212771767252;0.4961141141141141;
91;;0.6188149272263226;0.8922389817286444;1.5638691875660494E8;5.60671262497346E9;0.9236522068235693;0.4949369369369369;
92;;0.5923595717788235;0.8633868677380868;1.637684929271516E8;4.906418444977314E9;0.9237342552412227;0.49625625625625625;
93;;0.6540953008344312;0.8853228040069294;1.5681130896362832E8;6.662828997109471E9;0.9244028524804492;0.49071471471471473;
94;;0.6164203808262502;0.8764209109598659;1.5256652818275338E8;5.969389383701799E9;0.9208892567488549;0.49345945945945946;
95;;0.6132916168228031;0.8911339567082481;1.505175173805173E8;6.40437157358728E9;0.9228727406911443;0.4937077077077077;
96;;0.5511578564426666;0.8857703403427989;1.5918603510762298E8;5.722442583510175E9;0.9150607586111235;0.4987807807807808;
97;;0.6021832500134388;0.8743833279843093;1.4369412295142186E8;5.925619870742931E9;0.9236654606002451;0.49806406406406406;
98;;0.5829960831606438;0.8961524116898343;1.5830358552361265E8;6.196108933488769E9;0.910656614764922;0.49894694694694697;
99;;0.5837013356067065;0.8704632999342502;1.859681530245799E8;6.868109627374755E9;0.9274991871055982;0.5016336336336337;
100;;0.6075837320574162;0.8884723900233663;1.3241402322233231E8;6.341623411651004E9;0.926093490699994;0.4974194194194194;
101;;0.5855414398064126;0.8692774637553544;1.8676443397473174E8;6.625054437043989E9;0.9300903701069441;0.4967447447447447;
102;;0.6293957324513298;0.8949727672306792;1.5661912712582254E8;5.538842483181582E9;0.9193837876708001;0.49094894894894897;
103;;0.8272856956587192;0.914268183386866;3.213000523726449E8;5.486741604470544E9;0.9081840521185593;0.42422422422422423;
104;;0.8370198831227997;0.8822554868885969;1.380604749135248E8;7.633587872661177E9;0.9178343666630328;0.436012012012012;
105;;0.7916546076919041;0.8806143408946105;1.6608144517039493E8;5.536811062628102E9;0.9168886612570555;0.45345145145145144;
106;;0.731382143444622;0.8987794235101949;1.534553379540356E8;5.857226790309144E9;0.9106619861509504;0.46686886886886886;
107;;0.7659794760321164;0.8787092509323846;1.6844093401851177E8;6.49025952972738E9;0.9239884618676941;0.46060660660660663;
108;;0.7718598945805406;0.8823512654212201;1.4943819110583124E8;6.427887856154792E9;0.9183191802676537;0.4578158158158158;
109;;0.7255560221787218;0.8873466392594791;1.6239798356396228E8;5.01635530783664E9;0.9253765736525899;0.4691371371371371;
110;;0.7540376863462778;0.889313233627838;1.4752466001747555E8;6.157540134031416E9;0.9198127670698361;0.46465265265265265;
111;;0.6892498395225284;0.8883446890002932;1.4545275096322045E8;6.241476093825235E9;0.9260661936850356;0.4782962962962963;
112;;0.7105748046182828;0.8859750776703894;1.7916682288068932E8;7.096143084602031E9;0.9114229988834529;0.47747147147147145;
113;;0.7340850249199102;0.8881949981800297;1.5523194810865173E8;6.1874828180415125E9;0.9240692171930334;0.47447647647647645;
114;;0.7447481920696206;0.8951349056731064;1.445180301148348E8;5.33982725474135E9;0.9208982462498532;0.46654054054054056;
115;;0.7316542698427643;0.8747653036708319;1.617146246400839E8;5.840861888765807E9;0.9158930537151322;0.4724404404404404;
116;;0.7299814849080472;0.8829797029434429;1.528029028950051E8;5.931503359148826E9;0.9278372850189555;0.4731791791791792;
117;;0.7446209797450333;0.8792090289178833;1.43750849365491E8;6.823444601601399E9;0.9223612244899564;0.4768968968968969;
118;;0.76937358276644;0.8916622777672911;1.51371615756715E8;6.901025231332908E9;0.9207835338683326;0.4521801801801802;
119;;0.7722387131231407;0.8948015257248186;1.484392041559664E8;5.396394471574183E9;0.9153618542651822;0.44684684684684683;
120;;0.8980887722731694;0.9586189670777169;4.061036120720779E8;5.682829511502698E9;0.8688374526266969;0.4113033033033033;
121;;0.8867071309078142;0.8856363014470543;1.3337393606927603E8;7.267082086536782E9;0.9245023417335916;0.41092692692692695;
122;;0.8471780225306279;0.8822512499700421;1.4643924401314923E8;6.085778253372354E9;0.9185723695625297;0.43374574574574576;
123;;0.8058136514127089;0.8880302164187741;1.6175053767554837E8;8.035542500684622E9;0.9158325362737387;0.4478178178178178;
124;;0.7722560522965676;0.8807516457594179;1.8595239981035316E8;5.903224173790119E9;0.9164328563531161;0.47278878878878877;
125;;0.7586483207369283;0.8839503605965571;1.4474130490057188E8;7.213675584673759E9;0.9199189333499089;0.4627367367367367;
126;;0.7813761623432137;0.8826779485471579;1.6350110608545312E8;5.714771216571487E9;0.9143850555735346;0.4593653653653654;
127;;0.7053102879347515;0.8828964619745531;1.5684334120422328E8;5.861731264474887E9;0.9157730500360918;0.4758198198198198;
128;;0.7356594157325317;0.8797521984183582;1.5175230334324366E8;6.300681289170217E9;0.918009339510272;0.4709009009009009;
129;;0.7184826390407981;0.8917482804873761;1.8006390664853215E8;6.295782445081291E9;0.916517532564892;0.484024024024024;
130;;0.679138097727846;0.8814390654902181;1.5476165634173438E8;6.406421654638304E9;0.9188421487602139;0.48647447447447445;
131;;0.6640025062656641;0.89457150037852;1.5109916781785402E8;6.885767780396569E9;0.9239787124472515;0.4871911911911912;
132;;0.6711346427427659;0.8755455627928022;1.5038032362183118E8;6.170683009301592E9;0.9257077255279296;0.4865965965965966;
133;;0.5868383573760292;0.9030885897124207;1.5303256014933932E8;6.434883172782547E9;0.9081690239399159;0.4966826826826827;
134;;0.6414549835511627;0.8791017867096883;1.4298607649922284E8;6.333527393389985E9;0.9269928831342766;0.4886066066066066;
135;;0.6626710691473912;0.8913782857682033;1.4518740948509955E8;6.073570674328005E9;0.9204808386216402;0.4855995995995996;
136;;0.6663528960790537;0.8881371164126116;1.4511017608555666E8;6.184665901235733E9;0.9236742831919638;0.48714714714714713;
137;;0.7141500622665007;0.8997069057173972;2.8459707937843674E8;6.809777554705498E9;0.8952805674518547;0.471025025025025;
138;;0.872184721671023;0.8881816632044494;1.6001737173400652E8;6.210361219578906E9;0.9266104724472712;0.417993993993994;
139;;0.8037744212222409;0.8865976230668626;1.4321859115933076E8;6.699281349511696E9;0.9196546495446859;0.4546586586586587;
140;;0.8352642648865268;0.8841770632191351;1.456243399046327E8;6.777640296408518E9;0.9158156042666055;0.4387647647647648;
141;;0.7196863283167971;0.8747629421060854;1.6271861757420078E8;5.881943024054299E9;0.9262624161429135;0.4864724724724725;
142;;0.662634390507866;0.8758698599007749;1.742881343652251E8;6.182665385428316E9;0.9196117781648272;0.4932352352352352;
143;;0.6616816591704148;0.8923759973092902;1.4850555439820108E8;5.768710290067793E9;0.9212848444669259;0.4849089089089089;
144;;0.6817036558213029;0.8837916436117657;1.5947379186346477E8;6.371727847356398E9;0.9170550065859746;0.488986986986987;
145;;0.6599908875857834;0.8899272318976555;1.6316704911750844E8;4.851239149966676E9;0.9149544994933181;0.4896896896896897;
146;;0.6627899401351197;0.8975193956027544;1.452817396658679E8;7.359302685758993E9;0.9190241544545206;0.4856256256256256;
147;;0.6156431702436056;0.8903568576661683;1.581075703293824E8;5.887692242373247E9;0.9155439316359674;0.4934654654654655;
148;;0.6137079478255949;0.8679112420472906;1.6067412315473098E8;6.153137900973742E9;0.9267040012422025;0.4955755755755756;
149;;0.6096456658888602;0.8946933885297521;1.47141354127937E8;6.350247826732857E9;0.9225033695613156;0.49390390390390393;
150;;0.5677421780625754;0.8829899829829135;1.4814979821887836E8;6.83185985758822E9;0.9217379619360624;0.49903703703703706;
151;;0.5954191116535241;0.8933084753217604;1.5296352561786172E8;6.950351167512395E9;0.920545370628144;0.5008868868868869;
152;;0.5607462121212121;0.8879442640108701;1.4613866749666974E8;7.1072152019987545E9;0.9202589617402008;0.4983303303303303;
153;;0.5344724221389751;0.8783823172287087;1.7349483117615625E8;5.84526749535253E9;0.9316590943023149;0.5011091091091091;
154;;0.5704695949688645;0.8926424139215012;1.3607132048178998E8;6.062646642351474E9;0.9219076955058056;0.5006946946946947;
155;;0.5912313901951773;0.9179620020126691;2.537553413629747E8;7.165932320342851E9;0.8973567430758369;0.49694494494494496;
156;;0.8122952572272798;0.9018800232297035;1.564587400887116E8;6.027551177305849E9;0.925020304186416;0.44917117117117117;
157;;0.809184513428671;0.888129036863795;1.4881571270401713E8;6.60035819937821E9;0.9108515938108447;0.4409269269269269;
158;;0.7610861592615743;0.8807798201221732;1.4201427251642564E8;6.850018578699128E9;0.9179390126964456;0.4618998998998999;
159;;0.7477107189562843;0.8807989459719902;1.5434885035550606E8;5.789009580401603E9;0.9189936506813596;0.4692132132132132;
160;;0.7207131079922137;0.8908988869513745;1.4998973283337268E8;6.408698860280826E9;0.9178983076296955;0.4726246246246246;
161;;0.6167225364676805;0.8769197720082007;2.404753960079327E8;5.786517109856672E9;0.9224197108124943;0.4957177177177177;
162;;0.6520905793913799;0.881330193740535;1.5569044550845146E8;6.4155959777176485E9;0.9239008631188781;0.4871071071071071;
163;;0.586214530817915;0.8967115594155296;1.5684837820204464E8;5.383876313366342E9;0.9160878734990918;0.49627827827827825;
164;;0.5834091770010446;0.8664212055897353;1.691325338415192E8;7.362277983601246E9;0.9281485560339474;0.5002402402402403;
165;;0.5883162256215948;0.8848760768422992;1.5690253654152972E8;5.65603023931872E9;0.9185554189081495;0.49734534534534536;
166;;0.5668663393344244;0.865654581426673;1.7549157825131226E8;7.067076918647493E9;0.9267784617641284;0.5015015015015015;
167;;0.6075704427409032;0.8795592826839611;1.5491077249113777E8;5.269048877232409E9;0.9151456685319541;0.4954074074074074;
168;;0.5748706974313532;0.872610192535714;1.5218612241805583E8;6.818793545449594E9;0.9276943138497238;0.4998158158158158;
169;;0.5870962091599676;0.8850722013558165;1.64287029092789E8;6.354301411243248E9;0.9154916647322984;0.49673873873873875;
170;;0.5823839211754989;0.893095376092521;1.441001094755351E8;7.089427959809968E9;0.9184181805956688;0.49704704704704705;
171;;0.6032453634134306;0.8844507595308372;1.3676442351568404E8;5.202070539268374E9;0.9170262423761889;0.49623823823823826;
172;;0.5851283846872082;0.9036957309913842;1.3376066807241191E8;6.19117804178522E9;0.9232391387095689;0.49842842842842844;
173;;0.635331411883136;0.8855048426464257;2.141323186078485E8;6.151205367775099E9;0.9157648365324751;0.49085485485485486;
174;;0.7907267468447046;0.8931254723555591;2.921057828193388E8;5.978982406823633E9;0.909951423570269;0.45305505505505506;
175;;0.8102264683036899;0.8908172511699801;1.2504397925881505E8;6.366327241624267E9;0.9185119598275086;0.44234834834834835;
176;;0.7772577829494869;0.8908059446859233;1.477776291154045E8;6.779800041043378E9;0.9156019584446689;0.4532192192192192;
177;;0.7547243156618156;0.9027514358704514;1.3618423542677292E8;5.870100739819264E9;0.9171114884331875;0.46209209209209207;
178;;0.6907792737658098;0.8911654627777675;1.500260079018527E8;6.459668142031909E9;0.918977992010511;0.48325125125125123;
179;;0.6356818402595638;0.8888385590071404;1.4079370781017762E8;5.911634970404516E9;0.9252175368185261;0.48913113113113116;
180;;0.6543373419102549;0.8789324684410528;1.647202709519683E8;5.817971942328229E9;0.9160035183761489;0.4907347347347347;
181;;0.6597852083556976;0.88474017242789;1.4329756149089235E8;5.611407151850227E9;0.9267058204540806;0.4838538538538539;
182;;0.6139925292099205;0.891933221325977;1.7028043911428925E8;5.448797484063599E9;0.9152272603840204;0.49564364364364366;
183;;0.6627133851810232;0.8814482162520166;1.385346622618962E8;6.253031308839318E9;0.9261305182797996;0.48515515515515517;
184;;0.6355702994342568;0.8953690098529502;1.3998724056885672E8;4.608303950669846E9;0.9155757081541309;0.4902742742742743;
185;;0.6679302865607254;0.8844554765741462;1.9687619732315052E8;6.414917172013703E9;0.9123220899385063;0.49473673673673674;
186;;0.6318387494858083;0.9007864448195497;1.2904231233566377E8;6.365563695752054E9;0.9162985178105314;0.48937737737737735;
187;;0.7216502918348913;0.8916369462405606;1.6968391062962207E8;4.406135099565565E9;0.920963385866383;0.47806406406406404;
188;;0.8059567901234568;0.9271013263951843;4.0187188698217356E8;6.5934869349804945E9;0.8801207298998969;0.4478018018018018;
189;;0.7644871663161081;0.887199442030211;1.4234419822420853E8;7.566280482695301E9;0.9210476744952312;0.45444444444444443;
190;;0.7578850188678161;0.8940098166344909;1.5260297359553516E8;7.197714582786011E9;0.912480338624134;0.463005005005005;
191;;0.7198507663099926;0.8958313552841695;1.3313550006209475E8;5.751649661790101E9;0.9203206073639427;0.4741181181181181;
192;;0.6255005705986098;0.8730191466192259;1.7338872678397018E8;7.035267915239044E9;0.9285136840352679;0.49867867867867866;
193;;0.6074775769634488;0.8722221125133227;1.8065456541616368E8;5.973516127516377E9;0.929661594412461;0.49970970970970974;
194;;0.6176458540218471;0.8942587418602302;1.4828631997961614E8;7.084194245195766E9;0.9235107703493899;0.4907107107107107;
195;;0.5950672612411743;0.8843021354612204;1.5959601293097883E8;5.771496275785902E9;0.9271877241156228;0.4993593593593594;
196;;0.5541327696684052;0.876265333639697;1.5289379254277027E8;6.93873357617885E9;0.9207792624642441;0.49961761761761764;
197;;0.5751731277218534;0.8944518566379296;1.531931636430136E8;6.829641982856565E9;0.9176600077437631;0.49823423423423424;
198;;0.5705208681657112;0.886548763646241;1.4894564592228162E8;6.04739415246668E9;0.9267670768564411;0.501087087087087;
199;;0.5935489898005861;0.8857076096248957;1.477067763985013E8;5.825410132091627E9;0.9253646297532752;0.5016656656656656;
200;;0.5964622893894497;0.8869234005674319;1.5968521763558063E8;5.425785430251456E9;0.9131611007061402;0.49754754754754754;
201;;0.6076637355201662;0.8673483827521976;1.639059656173978E8;6.670144501928179E9;0.9253958271664171;0.49801801801801804;
202;;0.568229579698652;0.8706777015569906;2.2159321432188147E8;6.248899522780599E9;0.9331148354448109;0.49614414414414415;
203;;0.619606879106912;0.8620240966986528;1.8206445568033147E8;6.66584201742281E9;0.9333781867993416;0.4990930930930931;
204;;0.5789739264881579;0.8880830186659352;1.3367900655483977E8;6.118920974293035E9;0.9197312917209913;0.5016676676676677;
205;;0.6361588999236059;0.9187165385814752;4.265974099524827E8;6.944024204509719E9;0.8719681145066605;0.5088448448448448;
206;;0.7119180279770555;0.8883073094387298;1.4460364088709867E8;8.623026311715052E9;0.9245260714356702;0.47122122122122123;
207;;0.6575263114793447;0.8800188508992739;1.440943932175542E8;5.922838522722048E9;0.9282232418317005;0.48820220220220223;
208;;0.6384415584415584;0.8855091775528617;1.5672174400987202E8;6.625519400806499E9;0.918478817908793;0.49259059059059057;
209;;0.5616263453527603;0.8889378053135871;1.6080125738581875E8;6.257010106984607E9;0.9201121956540221;0.4991431431431431;
210;;0.5614723010022196;0.8895758196472114;1.5182994173547938E8;5.7226904493283E9;0.9210452966039028;0.5022482482482482;
211;;0.5550611202146183;0.8845506918096867;1.5445938740586483E8;7.437011553470641E9;0.9200778228339073;0.4984244244244244;
212;;0.5304904021845235;0.8984181847651905;1.5179918909848958E8;5.946466268701636E9;0.9193875287029432;0.5015215215215215;
213;;0.5718083001679057;0.8780077503747307;1.5078979827898568E8;6.221797993255737E9;0.921295106157266;0.500936936936937;
214;;0.5539201974496091;0.8928596647852638;1.432383332668111E8;6.053854595215578E9;0.9250715218251555;0.5120840840840841;
215;;0.5724385979803936;0.8704650456627021;1.6431662116546845E8;5.69442462908852E9;0.91533831788927;0.5052652652652653;
216;;0.5549352507256504;0.882054960479719;1.616032029857269E8;5.675710513608793E9;0.922434141974031;0.5044624624624625;
217;;0.5770383444207552;0.8920681148661808;1.564442607795795E8;4.830780088577515E9;0.9241122780817168;0.4969149149149149;
218;;0.5514409835587862;0.886487024239241;1.5426427258834076E8;6.002534000300094E9;0.9201979576949432;0.5025265265265265;
219;;0.6057071650968979;0.8878411904518315;1.455950792237224E8;6.14478665315571E9;0.9220161880003797;0.5073233233233233;
220;;0.5767854985915393;0.8857691903072344;1.4113375805385163E8;6.304687488407224E9;0.9197700660502216;0.5085705705705705;
221;;0.5959095087003601;0.8822871053569131;1.7862980372877088E8;6.290501090386039E9;0.9291663651461513;0.5025625625625626;
222;;0.5998031661647252;0.8967349150796582;1.3074922490846758E8;5.880637575589412E9;0.9192237849199378;0.49632432432432433;
223;;0.6528474135914201;0.9461014257760618;4.244420425731059E8;6.082758575814818E9;0.8354456840751181;0.4896236236236236;
224;;0.7905821334746939;0.8908073572018684;1.364579296311331E8;8.601344644441511E9;0.9252871518692897;0.4443223223223223;
225;;0.7145002082870021;0.8842448123545723;1.5250843551519606E8;5.526566765723408E9;0.9217860353574349;0.4828728728728729;
226;;0.664388100060013;0.8846230265024079;1.6365180129686713E8;7.219389924938501E9;0.912912018808492;0.48336936936936936;
227;;0.6325187008275244;0.8914372208499204;1.6775294994079936E8;5.923436380956099E9;0.9089906162086606;0.4897497497497498;
228;;0.6246885032060241;0.8834694924004768;1.5093753927342445E8;6.759550196596176E9;0.9200464340333769;0.494980980980981;
229;;0.6220628105492654;0.8931855737978793;1.5450425186157766E8;7.231337009841352E9;0.9182950892710551;0.49114714714714713;
